"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"1","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users) - general [abstract]","","esrs:TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersGeneralAbstract","True","string","Duration","-","Item",""
"2","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users) [abstract]","","esrs:TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersAbstract","True","string","Duration","-","Item",""
"3","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users) [table]","","esrs:TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersTable","True","string","Duration","-","HypercubeItem",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","ESRS S4 Consumers and end-users [member]","","esrs:ESRSS4ConsumersAndEndusersMember","True","domain","Duration","-","Item",""
"3","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users) [line items]","","esrs:TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersLineItems","True","string","Duration","-","Item",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of time-bound and outcome-oriented targets [text block]","","esrs:DisclosureOfTimeboundAndOutcomeorientedTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 38; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 39; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 39; Section: S3-5, Name: ESRS; Number: S1; Paragraph: 44; Section: S1-5"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of process for setting time-bound and outcome-oriented targets [text block]","","esrs:DisclosureOfProcessForSettingTimeboundAndOutcomeorientedTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 41; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 42; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Section: S3-5, Name: ESRS; Number: S1; Paragraph: 47; Section: S1-5"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in setting targets","","esrs:ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInSettingTargets","False","boolean","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 41; Subparagraph: a; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 42; Subparagraph: a; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Subparagraph: a; Section: S3-5"
"7","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in setting targets [text block]","","esrs:DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInSettingTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 41; Subparagraph: a; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 42; Subparagraph: a; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Subparagraph: a; Section: S3-5"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in tracking performance against targets","","esrs:ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInTrackingPerformanceAgainstTargets","False","boolean","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 41; Subparagraph: b; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 42; Subparagraph: b; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Subparagraph: b; Section: S3-5"
"7","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in tracking performance against targets [text block]","","esrs:DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInTrackingPerformanceAgainstTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 41; Subparagraph: b; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 42; Subparagraph: b; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Subparagraph: b; Section: S3-5"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking's performance","","esrs:ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInIdentifyingLessonsOrImprovementsAsResultOfUndertakingsPerformance","False","boolean","Duration","-","Item","Name: ESRS; Number: S2; Paragraph: 42; Subparagraph: c; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Subparagraph: c; Section: S3-5, Name: ESRS; Number: S4; Paragraph: 41; Subparagraph: c; Section: S4-5"
"7","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking's performance [text block]","","esrs:DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInIdentifyingLessonsOrImprovementsAsResultOfUndertakingsPerformanceExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S2; Paragraph: 42; Subparagraph: c; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 42; Subparagraph: c; Section: S3-5, Name: ESRS; Number: S4; Paragraph: 41; Subparagraph: c; Section: S4-5"
"2","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users [abstract]","","esrs:MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersAbstract","True","string","Duration","-","Item",""
"3","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users [table]","","esrs:MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersTable","True","string","Duration","-","HypercubeItem",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Identifier of target [typed axis]","","esrs:IdentifierOfTargetTypedAxis","True","string","Duration","-","DimensionItem",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Reporting scope [axis]","","esrs:ReportingScopeAxis","True","string","Duration","-","DimensionItem",""
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Current and retrospective [member]","","esrs:CurrentAndRetrospectiveMember","True","domain","Duration","-","Item",""
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Restated, corrected or revised [member]","","esrs:RestatedCorrectedOrRevisedMember","True","domain","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: c; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: b; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 14; Subparagraph: b; Section: BP-2"
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","ESRS S4 Consumers and end-users [member]","","esrs:ESRSS4ConsumersAndEndusersMember","True","domain","Duration","-","Item",""
"3","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users [line items]","","esrs:MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersLineItems","True","string","Duration","-","Item",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of measurable outcome-oriented and time-bound target [text block]","","esrs:DisclosureOfMeasurableOutcomeorientedAndTimeboundTargetExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Name or identifier of target","","esrs:NameOrIdentifierOfTarget","False","string","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Name or identifier of related impacts, risks and opportunities","","esrs:NameOrIdentifierOfRelatedImpactsRisksAndOpportunities","False","string","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 46; Section: SBM-3"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Target relationship to impacts, risks and opportunities","","esrs:TargetRelationshipToImpactsRisksAndOpportunities","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: 38; Section: S4-5, Name: ESRS; Number: S2; Paragraph: 39; Section: S2-5, Name: ESRS; Number: S3; Paragraph: 39; Section: S3-5, Name: ESRS; Number: S1; Paragraph: 44; Section: S1-5"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Name or identifier of related policy","","esrs:NameOrIdentifierOfRelatedPolicy","False","string","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: a; Section: MDR-T, Name: ESRS; Number: ESRS 2; Paragraph: 65; Section: MDR-P"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Measurable target (absolute value)","Please disclose with the appropriate unit in the XBRL Unit Registry.","esrs:MeasurableTargetAbsoluteValue","False","decimal","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: b; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Measurable target (percentage)","","esrs:MeasurableTargetPercentage","False","percent","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: b; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Absolute or relative target","","esrs:AbsoluteOrRelativeTarget","False","enumeration","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: b; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","ESRS metric(s) used for target","","esrs:ESRSMetricsUsedForTarget","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of scope of target [text block]","","esrs:DescriptionOfScopeOfTargetExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: c; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Baseline value of measurable target (absolute value)","Please disclose with the appropriate unit in the XBRL Unit Registry.","esrs:BaselineValueOfMeasurableTargetAbsoluteValue","False","decimal","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: d; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Baseline value of measurable target (percentage)","","esrs:BaselineValueOfMeasurableTargetPercentage","False","percent","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: d; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Base year from which progress is measured","","esrs:BaseYearFromWhichProgressIsMeasured","False","gYear","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: ii; Section: MDR-T, Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: d; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Period to which target applies","","esrs:PeriodToWhichTargetApplies","False","enumeration","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: e; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Indication of milestones or interim targets [text block]","","esrs:IndicationOfMilestonesOrInterimTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: e; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of methodologies and significant assumptions used to define target [text block]","","esrs:DescriptionOfMethodologiesAndSignificantAssumptionsUsedToDefineTargetExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: f; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Stakeholders have been involved in target setting","","esrs:StakeholdersHaveBeenInvolvedInTargetSetting","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: h; Section: MDR-T, Name: ESRS; Number: S1; Paragraph: 47; Subparagraph: a; Section: S1-5"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of how stakeholders have been involved in target setting [text block]","","esrs:DisclosureOfHowStakeholdersHaveBeenInvolvedInTargetSettingExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: h; Section: MDR-T, Name: ESRS; Number: S1; Paragraph: 47; Subparagraph: a; Section: S1-5"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of any changes in target and corresponding metrics or underlying measurement methodologies, significant assumptions, limitations, sources and adopted processes to collect data [text block]","","esrs:DescriptionOfAnyChangesInTargetAndCorrespondingMetricsOrUnderlyingMeasurementMethodologiesSignificantAssumptionsLimitationsSourcesAndAdoptedProcessesToCollectDataExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: i; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of performance against disclosed target [text block]","","esrs:DescriptionOfPerformanceAgainstDisclosedTargetExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Measurable target current progress (absolute value)","Please disclose with the appropriate unit in the XBRL Unit Registry.","esrs:MeasurableTargetCurrentProgressAbsoluteValue","False","decimal","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Measurable target current progress (percentage)","","esrs:MeasurableTargetCurrentProgressPercentage","False","percent","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Progress is in line with what had been initially planned","","esrs:ProgressIsInLineWithWhatHadBeenInitiallyPlanned","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: j; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of intended outcomes to be achieved in lives of people in own workforce / value chain workers / affected communities / consumers and end-users [text block]","","esrs:DisclosureOfIntendedOutcomesToBeAchievedInLivesOfPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: AR 42; Subparagraph: a; Section: S4-5, Name: ESRS; Number: S1; Paragraph: AR 49; Subparagraph: a; Section: S1-5, Name: ESRS; Number: S2; Paragraph: AR 45; Subparagraph: a; Section: S2-5, Name: ESRS; Number: S3; Paragraph: AR 44; Subparagraph: a; Section: S3-5"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of stability of target over time in terms of definitions and methodologies to enable comparability [text block]","","esrs:DisclosureOfStabilityOfTargetOverTimeInTermsOfDefinitionsAndMethodologiesToEnableComparabilityExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: AR 42; Subparagraph: b; Section: S4-5, Name: ESRS; Number: S2; Paragraph: AR 45; Subparagraph: b; Section: S2-5, Name: ESRS; Number: S3; Paragraph: AR 44; Subparagraph: b; Section: S3-5, Name: ESRS; Number: S1; Paragraph: AR 49; Subparagraph: b; Section: S1-5"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of standards or commitments on which target is based [text block]","","esrs:DisclosureOfStandardsOrCommitmentsOnWhichTargetIsBasedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: S4; Paragraph: AR 42; Subparagraph: c; Section: S4-5, Name: ESRS; Number: S2; Paragraph: AR 45; Subparagraph: c; Section: S2-5, Name: ESRS; Number: S3; Paragraph: AR 44; Subparagraph: c; Section: S3-5, Name: ESRS; Number: S1; Paragraph: AR 49; Subparagraph: c; Section: S1-5"
"2","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users - targets not adopted [abstract]","","esrs:MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersTargetsNotAdoptedAbstract","True","string","Duration","-","Item",""
"3","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users - targets not adopted [table]","","esrs:MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersTargetsNotAdoptedTable","True","string","Duration","-","HypercubeItem",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Identifier of policy [typed axis]","","esrs:IdentifierOfPolicyTypedAxis","True","string","Duration","-","DimensionItem",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Reporting scope [axis]","","esrs:ReportingScopeAxis","True","string","Duration","-","DimensionItem",""
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Current and retrospective [member]","","esrs:CurrentAndRetrospectiveMember","True","domain","Duration","-","Item",""
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Restated, corrected or revised [member]","","esrs:RestatedCorrectedOrRevisedMember","True","domain","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: c; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 13; Subparagraph: b; Section: BP-2, Name: ESRS; Number: ESRS 2; Paragraph: 14; Subparagraph: b; Section: BP-2"
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","ESRS S4 Consumers and end-users [member]","","esrs:ESRSS4ConsumersAndEndusersMember","True","domain","Duration","-","Item",""
"3","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Minimum Disclosure Requirement -targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users - targets not adopted [line items]","","esrs:MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersTargetsNotAdoptedLineItems","True","string","Duration","-","Item",""
"4","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Measurable outcome-oriented targets have not been set","","esrs:MeasurableOutcomeorientedTargetsHaveNotBeenSet","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Name or identifier of related impacts, risks and opportunities","","esrs:NameOrIdentifierOfRelatedImpactsRisksAndOpportunities","False","string","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 46; Section: SBM-3"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Measurable outcome-oriented targets will be set","","esrs:MeasurableOutcomeorientedTargetsWillBeSet","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: a; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Disclosure of timeframe for setting of measurable outcome-oriented targets [text block]","","esrs:DisclosureOfTimeframeForSettingOfMeasurableOutcomeorientedTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: a; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of reasons why there are no plans to set measurable outcome-oriented targets [text block]","","esrs:DescriptionOfReasonsWhyThereAreNoPlansToSetMeasurableOutcomeorientedTargetsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: a; Section: MDR-T"
"5","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity","","esrs:EffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunity","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of processes through which effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity [text block]","","esrs:DescriptionOfProcessesThroughWhichEffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunityExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: i; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Description of defined level of ambition to be achieved and of any qualitative or quantitative indicators used to evaluate progress [text block]","","esrs:DescriptionOfDefinedLevelOfAmbitionToBeAchievedAndOfAnyQualitativeOrQuantitativeIndicatorsUsedToEvaluateProgressExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: ii; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Base year from which progress is measured","","esrs:BaseYearFromWhichProgressIsMeasured","False","gYear","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 81; Subparagraph: b; Clause: ii; Section: MDR-T, Name: ESRS; Number: ESRS 2; Paragraph: 80; Subparagraph: d; Section: MDR-T"
